,change,temp,adm0,response
5,4.176677145378271,26.681099053327163,India,transit
6,3.927563140334441,28.199202822925333,India,transit
7,3.6784491352906117,29.717306592523506,India,transit
8,3.4293351302467823,31.235410362121677,India,transit
9,3.180221125202953,32.75351413171985,India,transit
10,2.9311071201591234,34.271617901318024,India,transit
11,2.681993115115294,35.789721670916194,India,transit
12,2.432879110071464,37.307825440514364,India,transit
13,2.1837651050276348,38.825929210112534,India,transit
14,1.9346510999838054,40.344032979710704,India,transit
15,1.685537094939976,41.862136749308874,India,transit
16,1.4364230898961465,43.380240518907044,India,transit
17,1.187309084852317,44.898344288505214,India,transit
18,0.9381950798084877,46.41644805810339,India,transit
19,0.6890810747646579,47.93455182770156,India,transit
0,3.475639800331388,21.17821810538312,Turkey,transit
1,3.0246238843312754,22.283109503374217,Turkey,transit
2,2.573607968331163,23.388000901365313,Turkey,transit
3,2.1225920523310498,24.492892299356413,Turkey,transit
4,1.6715761363309372,25.59778369734751,Turkey,transit
5,1.220560220330825,26.702675095338606,Turkey,transit
6,0.769544304330712,27.807566493329702,Turkey,transit
7,0.3185283883305994,28.9124578913208,Turkey,transit
8,-0.1324875276695131,30.017349289311895,Turkey,transit
9,-0.5835034436696257,31.12224068730299,Turkey,transit
10,-1.0345193596697382,32.22713208529409,Turkey,transit
11,-1.4855352756698508,33.332023483285184,Turkey,transit
12,-1.936551191669964,34.43691488127628,Turkey,transit
13,-2.3875671076700766,35.541806279267384,Turkey,transit
14,-2.838583023670189,36.64669767725848,Turkey,transit
15,-3.289598939670302,37.751589075249576,Turkey,transit
16,-3.740614855670414,38.85648047324067,Turkey,transit
17,-4.1916307716705274,39.96137187123177,Turkey,transit
18,-4.64264668767064,41.066263269222866,Turkey,transit
19,-5.093662603670753,42.17115466721396,Turkey,transit
0,0.23979085473395667,22.3887370442807,United States,transit
1,0.12724403436678944,23.562562691133863,United States,transit
2,0.014697213999622094,24.736388337987023,United States,transit
3,-0.09784960636754536,25.910213984840187,United States,transit
4,-0.2103964267347127,27.084039631693347,United States,transit
5,-0.32294324710188005,28.25786527854651,United States,transit
6,-0.43549006746904745,29.43169092539967,United States,transit
7,-0.5480368878362147,30.605516572252835,United States,transit
8,-0.6605837082033821,31.779342219106,United States,transit
9,-0.7731305285705494,32.95316786595916,United States,transit
10,-0.8856773489377168,34.12699351281232,United States,transit
11,-0.9982241693048841,35.30081915966548,United States,transit
12,-1.1107709896720517,36.47464480651865,United States,transit
13,-1.223317810039219,37.64847045337181,United States,transit
14,-1.3358646304063861,38.822296100224975,United States,transit
15,-1.4484114507735537,39.996121747078135,United States,transit
16,-1.5609582711407208,41.169947393931295,United States,transit
17,-1.6735050915078884,42.343773040784455,United States,transit
18,-1.7860519118750555,43.517598687637616,United States,transit
19,-1.898598732242223,44.69142433449078,United States,transit
0,33.548144324238734,30.83610419071085,Nigeria,transit
1,32.73037161398765,31.389162927871293,Nigeria,transit
2,31.912598903736566,31.942221665031738,Nigeria,transit
3,31.094826193485485,32.49528040219218,Nigeria,transit
4,30.277053483234404,33.04833913935263,Nigeria,transit
5,29.45928077298332,33.60139787651307,Nigeria,transit
6,28.64150806273224,34.15445661367352,Nigeria,transit
7,27.823735352481158,34.70751535083396,Nigeria,transit
8,27.005962642230074,35.26057408799441,Nigeria,transit
9,26.188189931978993,35.81363282515485,Nigeria,transit
10,25.370417221727912,36.366691562315296,Nigeria,transit
11,24.552644511476828,36.91975029947574,Nigeria,transit
12,23.734871801225744,37.472809036636185,Nigeria,transit
13,22.917099090974663,38.02586777379663,Nigeria,transit
14,22.099326380723582,38.578926510957075,Nigeria,transit
15,21.281553670472498,39.131985248117516,Nigeria,transit
16,20.463780960221417,39.68504398527796,Nigeria,transit
17,19.646008249970336,40.238102722438406,Nigeria,transit
18,18.828235539719252,40.791161459598854,Nigeria,transit
19,18.01046282946817,41.344220196759295,Nigeria,transit
0,-3.2793002248148664,27.17003448664797,Brazil,grocery_pharmacy
1,-3.011231446748738,27.9213047368581,Brazil,grocery_pharmacy
2,-2.7431626686826096,28.67257498706823,Brazil,grocery_pharmacy
3,-2.475093890616481,29.423845237278364,Brazil,grocery_pharmacy
4,-2.207025112550353,30.175115487488494,Brazil,grocery_pharmacy
5,-1.9389563344842244,30.926385737698624,Brazil,grocery_pharmacy
6,-1.6708875564180958,31.677655987908754,Brazil,grocery_pharmacy
7,-1.4028187783519674,32.42892623811888,Brazil,grocery_pharmacy
8,-1.134750000285839,33.18019648832902,Brazil,grocery_pharmacy
9,-0.8666812222197107,33.93146673853914,Brazil,grocery_pharmacy
10,-0.5986124441535823,34.68273698874928,Brazil,grocery_pharmacy
11,-0.3305436660874539,35.4340072389594,Brazil,grocery_pharmacy
12,-0.06247488802132506,36.185277489169536,Brazil,grocery_pharmacy
13,0.20559389004480333,36.93654773937966,Brazil,grocery_pharmacy
14,0.4736626681109317,37.687817989589796,Brazil,grocery_pharmacy
15,0.7417314461770601,38.43908823979993,Brazil,grocery_pharmacy
16,1.0098002242431885,39.190358490010055,Brazil,grocery_pharmacy
17,1.277869002309317,39.94162874022019,Brazil,grocery_pharmacy
18,1.545937780375445,40.69289899043032,Brazil,grocery_pharmacy
19,1.8140065584415739,41.44416924064045,Brazil,grocery_pharmacy
0,0.25029185757644257,22.20951997316805,France,grocery_pharmacy
1,0.03899941898177861,23.037058338720122,France,grocery_pharmacy
2,-0.17229301961288557,23.8645967042722,France,grocery_pharmacy
3,-0.38358545820754997,24.69213506982427,France,grocery_pharmacy
4,-0.5948778968022139,25.519673435376347,France,grocery_pharmacy
5,-0.8061703353968782,26.34721180092842,France,grocery_pharmacy
6,-1.0174627739915425,27.174750166480493,France,grocery_pharmacy
7,-1.2287552125862067,28.00228853203257,France,grocery_pharmacy
8,-1.4400476511808709,28.829826897584642,France,grocery_pharmacy
9,-1.651340089775535,29.657365263136718,France,grocery_pharmacy
10,-1.8626325283701992,30.48490362868879,France,grocery_pharmacy
11,-2.073924966964863,31.312441994240864,France,grocery_pharmacy
12,-2.2852174055595276,32.13998035979294,France,grocery_pharmacy
13,-2.496509844154192,32.967518725345016,France,grocery_pharmacy
14,-2.7078022827488564,33.79505709089709,France,grocery_pharmacy
15,-2.9190947213435203,34.62259545644916,France,grocery_pharmacy
16,-3.1303871599381843,35.450133822001234,France,grocery_pharmacy
17,-3.341679598532849,36.27767218755331,France,grocery_pharmacy
18,-3.5529720371275126,37.10521055310539,France,grocery_pharmacy
19,-3.764264475722177,37.93274891865746,France,grocery_pharmacy
0,-1.0924643258883515,19.090580205336305,India,grocery_pharmacy
1,-1.5797115478717538,20.608683974934475,India,grocery_pharmacy
2,-2.0669587698551557,22.12678774453265,India,grocery_pharmacy
3,-2.554205991838558,23.64489151413082,India,grocery_pharmacy
4,-3.0414532138219603,25.16299528372899,India,grocery_pharmacy
5,-3.528700435805362,26.681099053327163,India,grocery_pharmacy
6,-4.0159476577887645,28.199202822925333,India,grocery_pharmacy
7,-4.503194879772167,29.717306592523506,India,grocery_pharmacy
8,-4.990442101755568,31.235410362121677,India,grocery_pharmacy
9,-5.4776893237389706,32.75351413171985,India,grocery_pharmacy
10,-5.964936545722372,34.271617901318024,India,grocery_pharmacy
11,-6.452183767705774,35.789721670916194,India,grocery_pharmacy
12,-6.939430989689177,37.307825440514364,India,grocery_pharmacy
13,-7.426678211672579,38.825929210112534,India,grocery_pharmacy
14,-7.913925433655981,40.344032979710704,India,grocery_pharmacy
15,-8.401172655639382,41.862136749308874,India,grocery_pharmacy
16,-8.888419877622784,43.380240518907044,India,grocery_pharmacy
17,-9.375667099606188,44.898344288505214,India,grocery_pharmacy
18,-9.862914321589589,46.41644805810339,India,grocery_pharmacy
19,-10.350161543572991,47.93455182770156,India,grocery_pharmacy
0,0.626670834548742,21.17821810538312,Turkey,grocery_pharmacy
1,0.8518059658008439,22.283109503374217,Turkey,grocery_pharmacy
2,1.076941097052946,23.388000901365313,Turkey,grocery_pharmacy
3,1.3020762283050482,24.492892299356413,Turkey,grocery_pharmacy
4,1.5272113595571504,25.59778369734751,Turkey,grocery_pharmacy
5,1.7523464908092523,26.702675095338606,Turkey,grocery_pharmacy
6,1.9774816220613545,27.807566493329702,Turkey,grocery_pharmacy
7,2.202616753313457,28.9124578913208,Turkey,grocery_pharmacy
8,2.427751884565559,30.017349289311895,Turkey,grocery_pharmacy
9,2.6528870158176607,31.12224068730299,Turkey,grocery_pharmacy
10,2.8780221470697627,32.22713208529409,Turkey,grocery_pharmacy
11,3.1031572783218646,33.332023483285184,Turkey,grocery_pharmacy
12,3.328292409573967,34.43691488127628,Turkey,grocery_pharmacy
13,3.5534275408260694,35.541806279267384,Turkey,grocery_pharmacy
14,3.7785626720781713,36.64669767725848,Turkey,grocery_pharmacy
15,4.003697803330273,37.751589075249576,Turkey,grocery_pharmacy
16,4.228832934582376,38.85648047324067,Turkey,grocery_pharmacy
17,4.453968065834478,39.96137187123177,Turkey,grocery_pharmacy
18,4.6791031970865795,41.066263269222866,Turkey,grocery_pharmacy
19,4.904238328338682,42.17115466721396,Turkey,grocery_pharmacy
0,2.901314760778793,22.3887370442807,United States,grocery_pharmacy
1,2.6275217812477765,23.562562691133863,United States,grocery_pharmacy
2,2.3537288017167595,24.736388337987023,United States,grocery_pharmacy
3,2.0799358221857425,25.910213984840187,United States,grocery_pharmacy
4,1.8061428426547257,27.084039631693347,United States,grocery_pharmacy
5,1.532349863123709,28.25786527854651,United States,grocery_pharmacy
6,1.258556883592692,29.43169092539967,United States,grocery_pharmacy
7,0.9847639040616751,30.605516572252835,United States,grocery_pharmacy
8,0.7109709245306584,31.779342219106,United States,grocery_pharmacy
9,0.43717794499964163,32.95316786595916,United States,grocery_pharmacy
10,0.16338496546862488,34.12699351281232,United States,grocery_pharmacy
11,-0.11040801406239187,35.30081915966548,United States,grocery_pharmacy
12,-0.38420099359340915,36.47464480651865,United States,grocery_pharmacy
13,-0.657993973124426,37.64847045337181,United States,grocery_pharmacy
14,-0.9317869526554425,38.822296100224975,United States,grocery_pharmacy
15,-1.2055799321864593,39.996121747078135,United States,grocery_pharmacy
16,-1.479372911717476,41.169947393931295,United States,grocery_pharmacy
17,-1.7531658912484933,42.343773040784455,United States,grocery_pharmacy
18,-2.0269588707795094,43.517598687637616,United States,grocery_pharmacy
19,-2.300751850310527,44.69142433449078,United States,grocery_pharmacy
0,41.42240420677076,30.83610419071085,Nigeria,grocery_pharmacy
1,37.716147771918735,31.389162927871293,Nigeria,grocery_pharmacy
2,34.00989133706671,31.942221665031738,Nigeria,grocery_pharmacy
3,30.30363490221469,32.49528040219218,Nigeria,grocery_pharmacy
4,26.597378467362674,33.04833913935263,Nigeria,grocery_pharmacy
5,22.89112203251065,33.60139787651307,Nigeria,grocery_pharmacy
6,19.18486559765863,34.15445661367352,Nigeria,grocery_pharmacy
7,15.478609162806608,34.70751535083396,Nigeria,grocery_pharmacy
8,11.772352727954587,35.26057408799441,Nigeria,grocery_pharmacy
9,8.066096293102568,35.81363282515485,Nigeria,grocery_pharmacy
10,4.359839858250548,36.366691562315296,Nigeria,grocery_pharmacy
11,0.653583423398528,36.91975029947574,Nigeria,grocery_pharmacy
12,-3.052673011453498,37.472809036636185,Nigeria,grocery_pharmacy
13,-6.758929446305519,38.02586777379663,Nigeria,grocery_pharmacy
14,-10.46518588115754,38.578926510957075,Nigeria,grocery_pharmacy
15,-14.171442316009559,39.131985248117516,Nigeria,grocery_pharmacy
16,-17.877698750861576,39.68504398527796,Nigeria,grocery_pharmacy
17,-21.583955185713606,40.238102722438406,Nigeria,grocery_pharmacy
18,-25.29021162056562,40.791161459598854,Nigeria,grocery_pharmacy
19,-28.996468055417644,41.344220196759295,Nigeria,grocery_pharmacy
0,-1.9251855975569694,27.17003448664797,Brazil,retail
1,-1.726072163025237,27.9213047368581,Brazil,retail
2,-1.5269587284935042,28.67257498706823,Brazil,retail
3,-1.3278452939617715,29.423845237278364,Brazil,retail
4,-1.128731859430039,30.175115487488494,Brazil,retail
5,-0.9296184248983064,30.926385737698624,Brazil,retail
6,-0.7305049903665736,31.677655987908754,Brazil,retail
7,-0.531391555834841,32.42892623811888,Brazil,retail
8,-0.3322781213031084,33.18019648832902,Brazil,retail
9,-0.13316468677137583,33.93146673853914,Brazil,retail
10,0.06594874776035675,34.68273698874928,Brazil,retail
11,0.26506218229208933,35.4340072389594,Brazil,retail
12,0.4641756168238223,36.185277489169536,Brazil,retail
13,0.6632890513555548,36.93654773937966,Brazil,retail
14,0.8624024858872874,37.687817989589796,Brazil,retail
15,1.06151592041902,38.43908823979993,Brazil,retail
16,1.2606293549507526,39.190358490010055,Brazil,retail
