,level_0,adm2,adm1,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplace_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplace_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,thi_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,hw_pct,early_hw,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popdens_de,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat,index
0,15,Kangra,Himachal Pradesh,2022-06-09,64.0,90.0,160.0,65.0,54.0,21.0,"Kangra, Himachal Pradesh",2022-06-02,28.92749645551869,2022-06-09,6e9676d9-7388-462e-b549-ec2c0f39300d,2022-06-02,61.0,90.0,145.0,54.0,12.0,25.0,3.0,0.0,15.0,11.0,42.0,-4.0,3,0,2022-06-02,26.034226148113778,2.8932703074049115,2022-06-09,3.0,0.28009651754271553,1.0,6,0.506827731092437,0,0.3333333333333333,False,1396.8178828885798,0,8,4,10,0,2022-06-02,32.972972972972975,2022-06-09,58.91891891891892,0
1,16,Kangra,Himachal Pradesh,2022-06-10,73.0,105.0,155.0,75.0,56.0,21.0,"Kangra, Himachal Pradesh",2022-06-03,29.209032627607755,2022-06-10,6e9676d9-7388-462e-b549-ec2c0f39300d,2022-06-03,74.0,106.0,148.0,69.0,64.0,21.0,-1.0,-1.0,7.0,6.0,-8.0,0.0,4,0,2022-06-03,26.62547641787537,2.583556209732386,2022-06-10,3.0,0.28009651754271553,2.0,6,0.506827731092437,0,0.6666666666666666,False,1396.8178828885798,0,8,4,10,0,2022-06-03,22.162162162162165,2022-06-10,49.72972972972973,1
2,17,Kangra,Himachal Pradesh,2022-06-11,84.0,101.0,196.0,82.0,41.0,22.0,"Kangra, Himachal Pradesh",2022-06-04,29.11092733221616,2022-06-11,6e9676d9-7388-462e-b549-ec2c0f39300d,2022-06-04,79.0,108.0,170.0,80.0,95.0,19.0,5.0,-7.0,26.0,2.0,-54.0,3.0,5,1,2022-06-04,27.545017565983247,1.5659097662329131,2022-06-11,3.0,0.28009651754271553,3.0,6,0.506827731092437,0,1.0,False,1396.8178828885798,0,8,4,10,0,2022-06-04,26.486486486486488,2022-06-11,28.10810810810811,2
3,18,Kangra,Himachal Pradesh,2022-06-13,94.0,130.0,209.0,78.0,54.0,20.0,"Kangra, Himachal Pradesh",2022-05-30,29.07192764972228,2022-06-13,2220e162-62f7-4b8b-8545-6d6ea913c49a,2022-05-30,69.0,109.0,182.0,64.0,61.0,21.0,25.0,21.0,27.0,14.0,-7.0,-1.0,0,0,2022-05-30,25.224036948625468,3.847890701096812,2022-06-13,3.0,0.28009651754271553,1.0,5,0.5737920168067226,0,0.3333333333333333,False,1396.8178828885798,0,8,4,10,0,2022-05-30,27.56756756756757,2022-06-13,50.810810810810814,3
4,19,Kangra,Himachal Pradesh,2022-06-14,94.0,112.0,203.0,82.0,18.0,20.0,"Kangra, Himachal Pradesh",2022-05-31,29.10550383634349,2022-06-14,2220e162-62f7-4b8b-8545-6d6ea913c49a,2022-05-31,79.0,118.0,184.0,79.0,60.0,16.0,15.0,-6.0,19.0,3.0,-42.0,4.0,1,0,2022-05-31,25.41267599554337,3.6928278408001205,2022-06-14,3.0,0.28009651754271553,2.0,5,0.5737920168067226,0,0.6666666666666666,False,1396.8178828885798,0,8,4,10,0,2022-05-31,28.64864864864865,2022-06-14,47.02702702702703,4
5,20,Kangra,Himachal Pradesh,2022-06-26,81.0,94.0,176.0,75.0,58.0,22.0,"Kangra, Himachal Pradesh",2022-06-19,28.966916328252783,2022-06-26,f1073585-00f3-4eec-ac86-5c132e62ec4b,2022-06-19,82.0,98.0,182.0,80.0,61.0,21.0,-1.0,-4.0,-6.0,-5.0,-3.0,1.0,6,1,2022-06-19,23.458658509168245,5.5082578190845375,2022-06-26,4.0,0.42630755184557195,1.0,6,0.6257878151260504,0,0.25,True,1396.8178828885798,0,8,4,10,0,2022-06-19,66.48648648648648,2022-06-26,35.67567567567568,5
6,21,Kangra,Himachal Pradesh,2022-06-27,80.0,116.0,189.0,64.0,48.0,22.0,"Kangra, Himachal Pradesh",2022-06-20,29.995237444106348,2022-06-27,f1073585-00f3-4eec-ac86-5c132e62ec4b,2022-06-20,82.0,126.0,206.0,71.0,59.0,20.0,-2.0,-10.0,-17.0,-7.0,-11.0,2.0,0,0,2022-06-20,22.695772703303888,7.29946474080246,2022-06-27,4.0,0.42630755184557195,2.0,6,0.6257878151260504,0,0.5,True,1396.8178828885798,0,8,4,10,0,2022-06-20,52.972972972972975,2022-06-27,44.86486486486487,6
7,22,Kangra,Himachal Pradesh,2022-07-04,67.0,100.0,168.0,57.0,43.0,22.0,"Kangra, Himachal Pradesh",2022-06-20,28.638698666594788,2022-07-04,3c1c0351-931b-4b99-97cd-301f2a4f96be,2022-06-20,82.0,126.0,206.0,71.0,59.0,20.0,-15.0,-26.0,-38.0,-14.0,-16.0,2.0,0,0,2022-06-20,22.695772703303888,5.9429259632909,2022-07-04,2.0,0.09762619016564497,1.0,6,0.7284663865546218,0,0.5,False,1396.8178828885798,0,8,4,10,0,2022-06-20,52.972972972972975,2022-07-04,54.59459459459459,7
8,23,Kangra,Himachal Pradesh,2022-07-18,54.0,80.0,165.0,54.0,37.0,21.0,"Kangra, Himachal Pradesh",2022-06-20,29.56309493505989,2022-07-18,9fad576a-36f2-4db2-a593-49d5e67bfb59,2022-06-20,82.0,126.0,206.0,71.0,59.0,20.0,-28.0,-46.0,-41.0,-17.0,-22.0,1.0,0,0,2022-06-20,22.695772703303888,6.8673222317560025,2022-07-18,2.0,0.09762619016564497,1.0,6,0.9493172268907563,0,0.5,False,1396.8178828885798,0,8,4,10,0,2022-06-20,52.972972972972975,2022-07-18,78.37837837837837,8
9,24,Kangra,Himachal Pradesh,2022-06-28,80.0,105.0,180.0,73.0,44.0,19.0,"Kangra, Himachal Pradesh",2022-06-21,30.225279238797008,2022-06-28,f1073585-00f3-4eec-ac86-5c132e62ec4b,2022-06-21,91.0,118.0,209.0,89.0,56.0,17.0,-11.0,-13.0,-29.0,-16.0,-12.0,2.0,1,0,2022-06-21,20.9328098444976,9.292469394299406,2022-06-28,4.0,0.42630755184557195,3.0,6,0.6257878151260504,0,0.75,True,1396.8178828885798,0,8,4,10,0,2022-06-21,79.45945945945945,2022-06-28,62.70270270270271,9
10,25,Kangra,Himachal Pradesh,2022-07-05,73.0,100.0,167.0,72.0,44.0,18.0,"Kangra, Himachal Pradesh",2022-06-21,30.331882333878745,2022-07-05,3c1c0351-931b-4b99-97cd-301f2a4f96be,2022-06-21,91.0,118.0,209.0,89.0,56.0,17.0,-18.0,-18.0,-42.0,-17.0,-12.0,1.0,1,0,2022-06-21,20.9328098444976,9.399072489381144,2022-07-05,2.0,0.09762619016564497,2.0,6,0.7284663865546218,0,1.0,False,1396.8178828885798,0,8,4,10,0,2022-06-21,79.45945945945945,2022-07-05,75.13513513513513,10
11,26,Kangra,Himachal Pradesh,2022-07-19,61.0,86.0,160.0,70.0,39.0,20.0,"Kangra, Himachal Pradesh",2022-06-21,28.99143751277484,2022-07-19,9fad576a-36f2-4db2-a593-49d5e67bfb59,2022-06-21,91.0,118.0,209.0,89.0,56.0,17.0,-30.0,-32.0,-49.0,-19.0,-17.0,3.0,1,0,2022-06-21,20.9328098444976,8.05862766827724,2022-07-19,2.0,0.09762619016564497,2.0,6,0.9493172268907563,0,1.0,False,1396.8178828885798,0,8,4,10,0,2022-06-21,79.45945945945945,2022-07-19,77.29729729729729,11
12,27,Kangra,Himachal Pradesh,2022-06-29,57.0,72.0,151.0,60.0,37.0,25.0,"Kangra, Himachal Pradesh",2022-06-22,29.70176043744547,2022-06-29,f1073585-00f3-4eec-ac86-5c132e62ec4b,2022-06-22,70.0,100.0,173.0,78.0,44.0,22.0,-13.0,-28.0,-22.0,-18.0,-7.0,3.0,2,0,2022-06-22,23.482274269872896,6.2194861675725726,2022-06-29,4.0,0.42630755184557195,4.0,6,0.6257878151260504,0,1.0,True,1396.8178828885798,0,8,4,10,0,2022-06-22,90.27027027027027,2022-06-29,89.1891891891892,12
13,46,Mandi,Himachal Pradesh,2022-05-14,36.0,51.0,199.0,83.0,29.0,16.0,"Mandi, Himachal Pradesh",2022-05-07,28.554344772130698,2022-05-14,a85bf24b-2549-4ab4-a976-1e00e044797a,2022-05-07,40.0,63.0,187.0,85.0,93.0,14.0,-4.0,-12.0,12.0,-2.0,,2.0,5,1,2022-05-07,24.10155669987554,4.4527880722551565,2022-05-14,3.0,0.28009651754271553,1.0,5,0.24763655462184875,0,0.3333333333333333,False,1544.4777140743481,0,8,4,9,1,2022-05-07,47.56756756756757,2022-05-14,16.216216216216218,13
14,47,Mandi,Himachal Pradesh,2022-05-15,31.0,60.0,204.0,90.0,52.0,16.0,"Mandi, Himachal Pradesh",2022-05-08,29.094054387559243,2022-05-15,a85bf24b-2549-4ab4-a976-1e00e044797a,2022-05-08,37.0,65.0,181.0,80.0,65.0,17.0,-6.0,-5.0,23.0,10.0,-13.0,-1.0,6,1,2022-05-08,24.79064814993284,4.303406237626405,2022-05-15,3.0,0.28009651754271553,2.0,5,0.24763655462184875,0,0.6666666666666666,False,1544.4777140743481,0,8,4,9,1,2022-05-08,41.62162162162162,2022-05-15,17.2972972972973,14
15,48,Mandi,Himachal Pradesh,2022-05-16,33.0,32.0,198.0,69.0,-4.0,19.0,"Mandi, Himachal Pradesh",2022-05-09,28.52177206753643,2022-05-16,a85bf24b-2549-4ab4-a976-1e00e044797a,2022-05-09,42.0,43.0,169.0,76.0,57.0,16.0,-9.0,-11.0,29.0,-7.0,,3.0,0,0,2022-05-09,25.208924871671535,3.3128471958648937,2022-05-16,3.0,0.28009651754271553,3.0,5,0.24763655462184875,0,1.0,False,1544.4777140743481,0,8,4,9,1,2022-05-09,55.67567567567567,2022-05-16,34.054054054054056,15
16,49,Mandi,Himachal Pradesh,2022-06-04,53.0,50.0,200.0,90.0,94.0,14.0,"Mandi, Himachal Pradesh",2022-05-21,28.042513248211147,2022-06-04,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-21,35.0,42.0,198.0,81.0,88.0,13.0,18.0,8.0,2.0,9.0,6.0,1.0,5,1,2022-05-21,25.9814995585362,2.0610136896749474,2022-06-04,12.0,0.886331029085692,1.0,5,0.4117647058823529,0,0.08333333333333333,True,1544.4777140743481,0,8,4,9,1,2022-05-21,35.67567567567568,2022-06-04,19.45945945945946,16
17,50,Mandi,Himachal Pradesh,2022-06-11,49.0,41.0,239.0,91.0,32.0,17.0,"Mandi, Himachal Pradesh",2022-05-21,29.340019783778537,2022-06-11,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-21,35.0,42.0,198.0,81.0,88.0,13.0,14.0,-1.0,41.0,10.0,-56.0,4.0,5,1,2022-05-21,25.9814995585362,3.358520225242337,2022-06-11,12.0,0.886331029085692,8.0,5,0.4117647058823529,0,0.6666666666666666,True,1544.4777140743481,0,8,4,9,1,2022-05-21,35.67567567567568,2022-06-11,17.83783783783784,17
18,51,Mandi,Himachal Pradesh,2022-06-05,51.0,51.0,210.0,85.0,64.0,18.0,"Mandi, Himachal Pradesh",2022-05-29,28.45194234717896,2022-06-05,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-29,42.0,59.0,209.0,85.0,63.0,17.0,9.0,-8.0,1.0,0.0,1.0,1.0,6,1,2022-05-29,26.41335013317089,2.0385922140080694,2022-06-05,12.0,0.886331029085692,2.0,5,0.4117647058823529,0,0.16666666666666666,True,1544.4777140743481,0,8,4,9,1,2022-05-29,44.32432432432433,2022-06-05,18.37837837837838,18
19,52,Mandi,Himachal Pradesh,2022-06-12,61.0,63.0,248.0,101.0,60.0,16.0,"Mandi, Himachal Pradesh",2022-05-29,28.412213390566027,2022-06-12,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-29,42.0,59.0,209.0,85.0,63.0,17.0,19.0,4.0,39.0,16.0,-3.0,-1.0,6,1,2022-05-29,26.41335013317089,1.9988632573951364,2022-06-12,12.0,0.886331029085692,9.0,5,0.4117647058823529,0,0.75,True,1544.4777140743481,0,8,4,9,1,2022-05-29,44.32432432432433,2022-06-12,39.45945945945946,19
20,53,Mandi,Himachal Pradesh,2022-06-06,54.0,38.0,201.0,83.0,59.0,16.0,"Mandi, Himachal Pradesh",2022-05-30,28.91419613338125,2022-06-06,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-30,40.0,34.0,196.0,79.0,58.0,17.0,14.0,4.0,5.0,4.0,1.0,-1.0,0,0,2022-05-30,25.977507585670548,2.936688547710702,2022-06-06,12.0,0.886331029085692,3.0,5,0.4117647058823529,0,0.25,True,1544.4777140743481,0,8,4,9,1,2022-05-30,36.21621621621622,2022-06-06,15.675675675675677,20
21,54,Mandi,Himachal Pradesh,2022-06-13,60.0,49.0,227.0,94.0,48.0,15.0,"Mandi, Himachal Pradesh",2022-05-30,29.05413926925812,2022-06-13,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-30,40.0,34.0,196.0,79.0,58.0,17.0,20.0,15.0,31.0,15.0,-10.0,-2.0,0,0,2022-05-30,25.977507585670548,3.0766316835875713,2022-06-13,12.0,0.886331029085692,10.0,5,0.4117647058823529,0,0.8333333333333334,True,1544.4777140743481,0,8,4,9,1,2022-05-30,36.21621621621622,2022-06-13,43.78378378378379,21
22,55,Mandi,Himachal Pradesh,2022-06-07,54.0,54.0,191.0,94.0,57.0,16.0,"Mandi, Himachal Pradesh",2022-05-31,29.07235470896347,2022-06-07,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-31,46.0,50.0,192.0,90.0,55.0,15.0,8.0,4.0,-1.0,4.0,2.0,1.0,1,0,2022-05-31,25.963456375092367,3.108898333871103,2022-06-07,12.0,0.886331029085692,4.0,5,0.4117647058823529,0,0.3333333333333333,True,1544.4777140743481,0,8,4,9,1,2022-05-31,29.72972972972973,2022-06-07,27.027027027027028,22
23,56,Mandi,Himachal Pradesh,2022-06-14,61.0,52.0,248.0,96.0,9.0,18.0,"Mandi, Himachal Pradesh",2022-05-31,29.02774743866506,2022-06-14,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-31,46.0,50.0,192.0,90.0,55.0,15.0,15.0,2.0,56.0,6.0,-46.0,3.0,1,0,2022-05-31,25.963456375092367,3.0642910635726928,2022-06-14,12.0,0.886331029085692,11.0,5,0.4117647058823529,0,0.9166666666666666,True,1544.4777140743481,0,8,4,9,1,2022-05-31,29.72972972972973,2022-06-14,41.08108108108108,23
24,57,Mandi,Himachal Pradesh,2022-06-08,47.0,38.0,186.0,88.0,57.0,16.0,"Mandi, Himachal Pradesh",2022-05-25,28.96377489115996,2022-06-08,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-25,39.0,38.0,174.0,82.0,59.0,17.0,8.0,0.0,12.0,6.0,-2.0,-1.0,2,0,2022-05-25,21.97277693720593,6.990997953954032,2022-06-08,12.0,0.886331029085692,5.0,5,0.4117647058823529,0,0.4166666666666667,True,1544.4777140743481,0,8,4,9,1,2022-05-25,42.7027027027027,2022-06-08,25.945945945945947,24
25,58,Mandi,Himachal Pradesh,2022-06-15,42.0,26.0,220.0,91.0,50.0,16.0,"Mandi, Himachal Pradesh",2022-05-25,28.988689511840143,2022-06-15,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-25,39.0,38.0,174.0,82.0,59.0,17.0,3.0,-12.0,46.0,9.0,-9.0,-1.0,2,0,2022-05-25,21.97277693720593,7.015912574634214,2022-06-15,12.0,0.886331029085692,12.0,5,0.4117647058823529,0,1.0,True,1544.4777140743481,0,8,4,9,1,2022-05-25,42.7027027027027,2022-06-15,46.48648648648649,25
26,59,Mandi,Himachal Pradesh,2022-06-10,48.0,37.0,192.0,101.0,59.0,16.0,"Mandi, Himachal Pradesh",2022-05-27,29.22202223690401,2022-06-10,67714f36-b969-41f9-ba93-3b4483f374d9,2022-05-27,42.0,33.0,169.0,81.0,60.0,17.0,6.0,4.0,23.0,20.0,-1.0,-1.0,4,0,2022-05-27,24.771204905668,4.45081733123601,2022-06-10,12.0,0.886331029085692,7.0,5,0.4117647058823529,0,0.5833333333333334,True,1544.4777140743481,0,8,4,9,1,2022-05-27,61.62162162162163,2022-06-10,44.86486486486487,26
27,60,Mandi,Himachal Pradesh,2022-06-26,56.0,53.0,225.0,95.0,59.0,17.0,"Mandi, Himachal Pradesh",2022-06-19,27.871213433338227,2022-06-26,9ebfd08b-091e-4eda-bc1b-294bd3977e2e,2022-06-19,53.0,56.0,223.0,97.0,68.0,17.0,3.0,-3.0,2.0,-2.0,-9.0,0.0,6,1,2022-06-19,24.20804248683405,3.6631709465041773,2022-06-26,2.0,0.09762619016564497,1.0,6,0.6257878151260504,0,0.5,False,1544.4777140743481,0,8,4,9,1,2022-06-19,65.94594594594595,2022-06-26,48.64864864864865,27
28,61,Mandi,Himachal Pradesh,2022-06-27,47.0,31.0,198.0,79.0,41.0,18.0,"Mandi, Himachal Pradesh",2022-06-20,28.0700913739716,2022-06-27,9ebfd08b-091e-4eda-bc1b-294bd3977e2e,2022-06-20,48.0,38.0,207.0,86.0,57.0,16.0,-1.0,-7.0,-9.0,-7.0,-16.0,2.0,0,0,2022-06-20,23.18332289162207,4.886768482349531,2022-06-27,2.0,0.09762619016564497,2.0,6,0.6257878151260504,0,1.0,False,1544.4777140743481,0,8,4,9,1,2022-06-20,70.8108108108108,2022-06-27,67.02702702702703,28
29,87,Una,Himachal Pradesh,2022-06-09,25.0,35.0,265.0,56.0,34.0,23.0,"Una, Himachal Pradesh",2022-06-02,39.120255528085714,2022-06-09,41f1f12f-1ea6-4e04-9e35-480ca1fbd7fa,2022-06-02,21.0,22.0,249.0,46.0,5.0,28.0,4.0,13.0,16.0,10.0,29.0,-5.0,3,0,2022-06-02,35.924195243167055,3.1960602849186586,2022-06-09,3.0,0.28009651754271553,1.0,6,0.506827731092437,0,0.3333333333333333,False,531.9247515380974,0,8,5,10,0,2022-06-02,9.18918918918919,2022-06-09,31.351351351351354,29
30,88,Una,Himachal Pradesh,2022-06-10,28.0,41.0,229.0,69.0,31.0,24.0,"Una, Himachal Pradesh",2022-06-03,39.48988421209931,2022-06-10,41f1f12f-1ea6-4e04-9e35-480ca1fbd7fa,2022-06-03,25.0,31.0,223.0,60.0,33.0,24.0,3.0,10.0,6.0,9.0,-2.0,0.0,4,0,2022-06-03,36.322571318668,3.1673128934313155,2022-06-10,3.0,0.28009651754271553,2.0,6,0.506827731092437,0,0.6666666666666666,False,531.9247515380974,0,8,5,10,0,2022-06-03,13.513513513513514,2022-06-10,40.0,30
31,89,Una,Himachal Pradesh,2022-06-11,32.0,48.0,251.0,70.0,22.0,24.0,"Una, Himachal Pradesh",2022-06-04,39.071389220474806,2022-06-11,41f1f12f-1ea6-4e04-9e35-480ca1fbd7fa,2022-06-04,27.0,30.0,239.0,55.0,57.0,22.0,5.0,18.0,12.0,15.0,-35.0,2.0,5,1,2022-06-04,37.21804268258517,1.8533465378896352,2022-06-11,3.0,0.28009651754271553,3.0,6,0.506827731092437,0,1.0,False,531.9247515380974,0,8,5,10,0,2022-06-04,13.513513513513514,2022-06-11,36.75675675675676,31
32,90,Una,Himachal Pradesh,2022-06-13,33.0,39.0,272.0,79.0,27.0,23.0,"Una, Himachal Pradesh",2022-05-30,39.32764747590401,2022-06-13,1d20f678-c083-4593-ace1-8ff936805dae,2022-05-30,24.0,32.0,275.0,62.0,35.0,24.0,9.0,7.0,-3.0,17.0,-8.0,-1.0,0,0,2022-05-30,35.94467981565048,3.3829676602535272,2022-06-13,3.0,0.28009651754271553,1.0,5,0.5737920168067226,0,0.3333333333333333,False,531.9247515380974,0,8,5,10,0,2022-05-30,62.16216216216216,2022-06-13,30.810810810810814,32
33,91,Una,Himachal Pradesh,2022-06-14,35.0,33.0,258.0,64.0,-4.0,24.0,"Una, Himachal Pradesh",2022-05-31,39.34685104194733,2022-06-14,1d20f678-c083-4593-ace1-8ff936805dae,2022-05-31,24.0,33.0,268.0,67.0,24.0,19.0,11.0,0.0,-10.0,-3.0,-28.0,5.0,1,0,2022-05-31,35.766136490978994,3.580714550968338,2022-06-14,3.0,0.28009651754271553,2.0,5,0.5737920168067226,0,0.6666666666666666,False,531.9247515380974,0,8,5,10,0,2022-05-31,41.62162162162162,2022-06-14,28.64864864864865,33
34,92,Una,Himachal Pradesh,2022-06-27,24.0,29.0,258.0,75.0,23.0,24.0,"Una, Himachal Pradesh",2022-06-20,40.21447265741929,2022-06-27,ea466637-0d9d-4f2f-9998-e3b88950e8cc,2022-06-20,30.0,38.0,273.0,75.0,32.0,23.0,-6.0,-9.0,-15.0,0.0,-9.0,1.0,0,0,2022-06-20,32.4114484531213,7.803024204297991,2022-06-27,3.0,0.28009651754271553,1.0,6,0.6557247899159664,0,0.3333333333333333,False,531.9247515380974,0,8,5,10,0,2022-06-20,80.0,2022-06-27,54.59459459459459,34
35,93,Una,Himachal Pradesh,2022-06-28,25.0,32.0,255.0,62.0,12.0,21.0,"Una, Himachal Pradesh",2022-06-21,40.64123350998454,2022-06-28,ea466637-0d9d-4f2f-9998-e3b88950e8cc,2022-06-21,34.0,32.0,272.0,75.0,20.0,20.0,-9.0,0.0,-17.0,-13.0,-8.0,1.0,1,0,2022-06-21,29.082213653915268,11.55901985606927,2022-06-28,3.0,0.28009651754271553,2.0,6,0.6557247899159664,0,0.6666666666666666,False,531.9247515380974,0,8,5,10,0,2022-06-21,81.08108108108108,2022-06-28,63.78378378378379,35
36,94,Una,Himachal Pradesh,2022-07-19,23.0,31.0,265.0,59.0,12.0,24.0,"Una, Himachal Pradesh",2022-06-21,39.10133990291439,2022-07-19,a0e458ce-92a6-41d8-985b-00299e9da392,2022-06-21,34.0,32.0,272.0,75.0,20.0,20.0,-11.0,-1.0,-7.0,-16.0,-8.0,4.0,1,0,2022-06-21,29.082213653915268,10.019126248999122,2022-07-19,2.0,0.09762619016564497,2.0,6,0.9493172268907563,0,1.0,False,531.9247515380974,0,8,5,10,0,2022-06-21,81.08108108108108,2022-07-19,80.54054054054053,36
37,95,Una,Himachal Pradesh,2022-06-29,24.0,32.0,255.0,58.0,19.0,25.0,"Una, Himachal Pradesh",2022-06-22,39.80101486732224,2022-06-29,ea466637-0d9d-4f2f-9998-e3b88950e8cc,2022-06-22,27.0,31.0,263.0,67.0,19.0,25.0,-3.0,1.0,-8.0,-9.0,0.0,0.0,2,0,2022-06-22,32.09622218691073,7.704792680411508,2022-06-29,3.0,0.28009651754271553,3.0,6,0.6557247899159664,0,1.0,False,531.9247515380974,0,8,5,10,0,2022-06-22,89.1891891891892,2022-06-29,97.2972972972973,37
38,96,Una,Himachal Pradesh,2022-07-18,18.0,37.0,255.0,59.0,20.0,24.0,"Una, Himachal Pradesh",2022-07-11,39.04001199422671,2022-07-18,a0e458ce-92a6-41d8-985b-00299e9da392,2022-07-11,22.0,34.0,248.0,59.0,21.0,23.0,-4.0,3.0,7.0,0.0,-1.0,1.0,0,0,2022-07-11,37.29221592461016,1.7477960696165482,2022-07-18,2.0,0.09762619016564497,1.0,7,0.9493172268907563,0,0.5,False,531.9247515380974,0,8,5,10,0,2022-07-11,47.02702702702703,2022-07-18,73.51351351351352,38
39,97,Shimla,Himachal Pradesh,2022-05-14,33.0,53.0,71.0,78.0,11.0,15.0,"Shimla, Himachal Pradesh",2022-05-07,22.9785958228753,2022-05-14,c1838cb7-4c2b-477f-9b1e-9da5038ca76c,2022-05-07,41.0,69.0,63.0,89.0,70.0,13.0,-8.0,-16.0,8.0,-11.0,,2.0,5,1,2022-05-07,17.838488489563737,5.140107333311562,2022-05-14,3.0,0.28009651754271553,1.0,5,0.24763655462184875,0,0.3333333333333333,False,2354.838875410304,0,8,2,7,1,2022-05-07,55.13513513513514,2022-05-14,20.54054054054054,39
40,98,Shimla,Himachal Pradesh,2022-05-15,32.0,44.0,74.0,71.0,44.0,13.0,"Shimla, Himachal Pradesh",2022-05-08,23.504389210751217,2022-05-15,c1838cb7-4c2b-477f-9b1e-9da5038ca76c,2022-05-08,31.0,48.0,50.0,70.0,61.0,15.0,1.0,-4.0,24.0,1.0,-17.0,-2.0,6,1,2022-05-08,18.571010500366963,4.933378710384254,2022-05-15,3.0,0.28009651754271553,2.0,5,0.24763655462184875,0,0.6666666666666666,False,2354.838875410304,0,8,2,7,1,2022-05-08,56.75675675675676,2022-05-15,23.243243243243246,40
41,99,Shimla,Himachal Pradesh,2022-05-16,29.0,38.0,62.0,64.0,-14.0,17.0,"Shimla, Himachal Pradesh",2022-05-09,22.269977101108523,2022-05-16,c1838cb7-4c2b-477f-9b1e-9da5038ca76c,2022-05-09,42.0,65.0,67.0,88.0,58.0,14.0,-13.0,-27.0,-5.0,-24.0,,3.0,0,0,2022-05-09,19.050538442288264,3.219438658820259,2022-05-16,3.0,0.28009651754271553,3.0,5,0.24763655462184875,0,1.0,False,2354.838875410304,0,8,2,7,1,2022-05-09,55.67567567567567,2022-05-16,50.27027027027027,41
42,100,Shimla,Himachal Pradesh,2022-06-04,56.0,84.0,102.0,112.0,69.0,12.0,"Shimla, Himachal Pradesh",2022-05-28,22.191321919536065,2022-06-04,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-28,49.0,77.0,86.0,102.0,64.0,13.0,7.0,7.0,16.0,10.0,5.0,-1.0,5,1,2022-05-28,21.260103147629447,0.9312187719066181,2022-06-04,12.0,0.886331029085692,1.0,5,0.4117647058823529,0,0.08333333333333333,True,2354.838875410304,0,8,2,7,1,2022-05-28,61.08108108108108,2022-06-04,17.83783783783784,42
43,101,Shimla,Himachal Pradesh,2022-06-11,49.0,67.0,82.0,96.0,8.0,16.0,"Shimla, Himachal Pradesh",2022-05-28,23.19263678545147,2022-06-11,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-28,49.0,77.0,86.0,102.0,64.0,13.0,0.0,-10.0,-4.0,-6.0,-56.0,3.0,5,1,2022-05-28,21.260103147629447,1.9325336378220221,2022-06-11,12.0,0.886331029085692,8.0,5,0.4117647058823529,0,0.6666666666666666,True,2354.838875410304,0,8,2,7,1,2022-05-28,61.08108108108108,2022-06-11,27.027027027027028,43
44,102,Shimla,Himachal Pradesh,2022-06-05,52.0,82.0,101.0,100.0,62.0,13.0,"Shimla, Himachal Pradesh",2022-05-29,22.831564674600564,2022-06-05,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-29,44.0,69.0,76.0,86.0,65.0,14.0,8.0,13.0,25.0,14.0,-3.0,-1.0,6,1,2022-05-29,20.535080614145773,2.296484060454791,2022-06-05,12.0,0.886331029085692,2.0,5,0.4117647058823529,0,0.16666666666666666,True,2354.838875410304,0,8,2,7,1,2022-05-29,74.5945945945946,2022-06-05,21.08108108108108,44
45,103,Shimla,Himachal Pradesh,2022-06-12,50.0,71.0,87.0,94.0,53.0,12.0,"Shimla, Himachal Pradesh",2022-05-29,22.55449847171185,2022-06-12,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-29,44.0,69.0,76.0,86.0,65.0,14.0,6.0,2.0,11.0,8.0,-12.0,-2.0,6,1,2022-05-29,20.535080614145773,2.0194178575660757,2022-06-12,12.0,0.886331029085692,9.0,5,0.4117647058823529,0,0.75,True,2354.838875410304,0,8,2,7,1,2022-05-29,74.5945945945946,2022-06-12,26.486486486486488,45
