,level_0,adm2,adm1,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplace_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplace_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,thi_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,hw_pct,early_hw,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popdens_de,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat,index
2255,2436,Mokokchung,Nagaland,2022-07-11,-8.0,,2.0,-10.0,33.0,31.0,"Mokokchung, Nagaland",2022-07-04,33.582326041327626,2022-07-11,bec455ba-c996-403e-bd46-7a3125470692,2022-07-04,-9.0,,-4.0,-4.0,28.0,32.0,1.0,,6.0,-6.0,5.0,-1.0,0,0,2022-07-04,31.726547390193023,1.855778651134603,2022-07-11,10.0,0.7875961914699361,3.0,7,0.8308823529411765,0,0.3,True,589.6996179560649,0,5,2,6,0,2022-07-04,72.43243243243244,2022-07-11,97.2972972972973,2255
2256,2437,Mokokchung,Nagaland,2022-07-18,-15.0,,0.0,-16.0,46.0,33.0,"Mokokchung, Nagaland",2022-07-04,34.12947367108061,2022-07-18,bec455ba-c996-403e-bd46-7a3125470692,2022-07-04,-9.0,,-4.0,-4.0,28.0,32.0,-6.0,,4.0,-12.0,18.0,1.0,0,0,2022-07-04,31.726547390193023,2.4029262808875878,2022-07-18,10.0,0.7875961914699361,10.0,7,0.8308823529411765,0,1.0,True,589.6996179560649,0,5,2,6,0,2022-07-04,72.43243243243244,2022-07-18,37.83783783783784,2256
2257,2438,Mokokchung,Nagaland,2022-07-15,-15.0,,-2.0,-4.0,46.0,33.0,"Mokokchung, Nagaland",2022-07-01,39.89812230306962,2022-07-15,bec455ba-c996-403e-bd46-7a3125470692,2022-07-01,-11.0,,-8.0,-9.0,39.0,32.0,-4.0,,6.0,5.0,7.0,1.0,4,0,2022-07-01,30.38670100863021,9.511421294439408,2022-07-15,10.0,0.7875961914699361,7.0,7,0.8308823529411765,0,0.7,True,589.6996179560649,0,5,2,6,0,2022-07-01,67.56756756756756,2022-07-15,61.62162162162163,2257
2258,2439,Tuensang,Nagaland,2022-07-02,,,,,79.0,,"Tuensang, Nagaland",2022-06-25,26.89281089633123,2022-07-02,ac9c4d1a-9ab5-404c-9001-37052be939fa,2022-06-25,,,,,53.0,,,,,,26.0,,5,1,2022-06-25,23.899817622565013,2.992993273766217,2022-07-02,6.0,0.6155601930350855,1.0,6,0.709296218487395,0,0.16666666666666666,True,1500.3386752136753,0,5,1,1,1,2022-06-25,73.51351351351352,2022-07-02,74.5945945945946,2258
2259,2440,Tuensang,Nagaland,2022-07-09,,,,,65.0,,"Tuensang, Nagaland",2022-06-25,26.5115799000061,2022-07-09,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-25,,,,,53.0,,,,,,12.0,,5,1,2022-06-25,23.899817622565013,2.6117622774410876,2022-07-09,10.0,0.7875961914699361,1.0,6,0.8308823529411765,0,0.1,True,1500.3386752136753,0,5,1,1,1,2022-06-25,73.51351351351352,2022-07-09,91.8918918918919,2259
2260,2441,Tuensang,Nagaland,2022-07-16,,,,,84.0,,"Tuensang, Nagaland",2022-06-25,29.15737164565944,2022-07-16,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-25,,,,,53.0,,,,,,31.0,,5,1,2022-06-25,23.899817622565013,5.257554023094425,2022-07-16,10.0,0.7875961914699361,8.0,6,0.8308823529411765,0,0.8,True,1500.3386752136753,0,5,1,1,1,2022-06-25,73.51351351351352,2022-07-16,90.27027027027027,2260
2261,2442,Tuensang,Nagaland,2022-07-23,,,,,82.0,,"Tuensang, Nagaland",2022-06-25,27.52991158977836,2022-07-23,07502d85-b51c-4502-a727-bf4c31995e9b,2022-06-25,,,,,53.0,,,,,,29.0,,5,1,2022-06-25,23.899817622565013,3.630093967213348,2022-07-23,2.0,0.09762619016564497,2.0,6,0.9858193277310925,0,1.0,False,1500.3386752136753,0,5,1,1,1,2022-06-25,73.51351351351352,2022-07-23,81.62162162162161,2261
2262,2443,Tuensang,Nagaland,2022-07-03,,,,,53.0,,"Tuensang, Nagaland",2022-06-26,26.01997013964688,2022-07-03,ac9c4d1a-9ab5-404c-9001-37052be939fa,2022-06-26,,,,,41.0,,,,,,12.0,,6,1,2022-06-26,23.663591123094783,2.356379016552097,2022-07-03,6.0,0.6155601930350855,2.0,6,0.709296218487395,0,0.3333333333333333,True,1500.3386752136753,0,5,1,1,1,2022-06-26,54.59459459459459,2022-07-03,65.4054054054054,2262
2263,2444,Tuensang,Nagaland,2022-07-10,,,,,60.0,,"Tuensang, Nagaland",2022-06-26,26.611416385755632,2022-07-10,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-26,,,,,41.0,,,,,,19.0,,6,1,2022-06-26,23.663591123094783,2.9478252626608494,2022-07-10,10.0,0.7875961914699361,2.0,6,0.8308823529411765,0,0.2,True,1500.3386752136753,0,5,1,1,1,2022-06-26,54.59459459459459,2022-07-10,77.29729729729729,2263
2264,2445,Tuensang,Nagaland,2022-07-17,,,,,63.0,,"Tuensang, Nagaland",2022-06-26,26.91922069375036,2022-07-17,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-26,,,,,41.0,,,,,,22.0,,6,1,2022-06-26,23.663591123094783,3.2556295706555787,2022-07-17,10.0,0.7875961914699361,9.0,6,0.8308823529411765,0,0.9,True,1500.3386752136753,0,5,1,1,1,2022-06-26,54.59459459459459,2022-07-17,71.35135135135135,2264
2265,2446,Tuensang,Nagaland,2022-07-04,,,,,71.0,,"Tuensang, Nagaland",2022-06-27,26.02195254679213,2022-07-04,ac9c4d1a-9ab5-404c-9001-37052be939fa,2022-06-27,,,,,69.0,,,,,,2.0,,0,0,2022-06-27,24.818531859154827,1.2034206876373013,2022-07-04,6.0,0.6155601930350855,3.0,6,0.709296218487395,0,0.5,True,1500.3386752136753,0,5,1,1,1,2022-06-27,44.32432432432433,2022-07-04,85.4054054054054,2265
2266,2447,Tuensang,Nagaland,2022-07-11,,,,,80.0,,"Tuensang, Nagaland",2022-06-27,26.360502679363616,2022-07-11,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-27,,,,,69.0,,,,,,11.0,,0,0,2022-06-27,24.818531859154827,1.541970820208789,2022-07-11,10.0,0.7875961914699361,3.0,6,0.8308823529411765,0,0.3,True,1500.3386752136753,0,5,1,1,1,2022-06-27,44.32432432432433,2022-07-11,92.97297297297298,2266
2267,2448,Tuensang,Nagaland,2022-07-18,,,,,92.0,,"Tuensang, Nagaland",2022-06-27,26.699771881103548,2022-07-18,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-27,,,,,69.0,,,,,,23.0,,0,0,2022-06-27,24.818531859154827,1.8812400219487202,2022-07-18,10.0,0.7875961914699361,10.0,6,0.8308823529411765,0,1.0,True,1500.3386752136753,0,5,1,1,1,2022-06-27,44.32432432432433,2022-07-18,40.54054054054054,2267
2268,2449,Tuensang,Nagaland,2022-07-05,,,,,64.0,,"Tuensang, Nagaland",2022-06-28,27.81533584096077,2022-07-05,ac9c4d1a-9ab5-404c-9001-37052be939fa,2022-06-28,,,,,56.0,,,,,,8.0,,1,0,2022-06-28,22.807640624202197,5.007695216758574,2022-07-05,6.0,0.6155601930350855,4.0,6,0.709296218487395,0,0.6666666666666666,True,1500.3386752136753,0,5,1,1,1,2022-06-28,70.27027027027027,2022-07-05,67.02702702702703,2268
2269,2450,Tuensang,Nagaland,2022-07-12,,,,,72.0,,"Tuensang, Nagaland",2022-06-28,27.898318845462217,2022-07-12,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-28,,,,,56.0,,,,,,16.0,,1,0,2022-06-28,22.807640624202197,5.090678221260021,2022-07-12,10.0,0.7875961914699361,4.0,6,0.8308823529411765,0,0.4,True,1500.3386752136753,0,5,1,1,1,2022-06-28,70.27027027027027,2022-07-12,60.54054054054055,2269
2270,2451,Tuensang,Nagaland,2022-07-06,,,,,67.0,,"Tuensang, Nagaland",2022-06-29,27.82675200817636,2022-07-06,ac9c4d1a-9ab5-404c-9001-37052be939fa,2022-06-29,,,,,57.0,,,,,,10.0,,2,0,2022-06-29,22.668990964203918,5.157761043972442,2022-07-06,6.0,0.6155601930350855,5.0,6,0.709296218487395,0,0.8333333333333334,True,1500.3386752136753,0,5,1,1,1,2022-06-29,57.83783783783784,2022-07-06,63.78378378378379,2270
2271,2452,Tuensang,Nagaland,2022-07-13,,,,,74.0,,"Tuensang, Nagaland",2022-06-29,29.1087780123443,2022-07-13,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-29,,,,,57.0,,,,,,17.0,,2,0,2022-06-29,22.668990964203918,6.439787048140381,2022-07-13,10.0,0.7875961914699361,5.0,6,0.8308823529411765,0,0.5,True,1500.3386752136753,0,5,1,1,1,2022-06-29,57.83783783783784,2022-07-13,29.18918918918919,2271
2272,2453,Tuensang,Nagaland,2022-07-07,,,,,62.0,,"Tuensang, Nagaland",2022-06-30,27.6893887488671,2022-07-07,ac9c4d1a-9ab5-404c-9001-37052be939fa,2022-06-30,,,,,49.0,,,,,,13.0,,3,0,2022-06-30,24.19733720667226,3.49205154219484,2022-07-07,6.0,0.6155601930350855,6.0,6,0.709296218487395,0,1.0,True,1500.3386752136753,0,5,1,1,1,2022-06-30,70.8108108108108,2022-07-07,55.13513513513514,2272
2273,2454,Tuensang,Nagaland,2022-07-14,,,,,64.0,,"Tuensang, Nagaland",2022-06-30,29.719966564303164,2022-07-14,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-06-30,,,,,49.0,,,,,,15.0,,3,0,2022-06-30,24.19733720667226,5.522629357630905,2022-07-14,10.0,0.7875961914699361,6.0,6,0.8308823529411765,0,0.6,True,1500.3386752136753,0,5,1,1,1,2022-06-30,70.8108108108108,2022-07-14,23.243243243243246,2273
2274,2455,Tuensang,Nagaland,2022-07-15,,,,,102.0,,"Tuensang, Nagaland",2022-07-01,30.55598888521884,2022-07-15,6f97d6a0-dfa7-4931-8da8-8e00bd12c47f,2022-07-01,,,,,73.0,,,,,,29.0,,4,0,2022-07-01,24.72054088816927,5.83544799704957,2022-07-15,10.0,0.7875961914699361,7.0,7,0.8308823529411765,0,0.7,True,1500.3386752136753,0,5,1,1,1,2022-07-01,86.48648648648648,2022-07-15,44.86486486486487,2274
2275,2456,Tuensang,Nagaland,2022-07-22,,,,,106.0,,"Tuensang, Nagaland",2022-07-01,26.886467061011665,2022-07-22,07502d85-b51c-4502-a727-bf4c31995e9b,2022-07-01,,,,,73.0,,,,,,33.0,,4,0,2022-07-01,24.72054088816927,2.1659261728423935,2022-07-22,2.0,0.09762619016564497,1.0,7,0.9858193277310925,0,0.5,False,1500.3386752136753,0,5,1,1,1,2022-07-01,86.48648648648648,2022-07-22,88.10810810810811,2275
2276,2457,Wokha,Nagaland,2022-07-05,,,,,41.0,,"Wokha, Nagaland",2022-06-28,36.09844599014677,2022-07-05,d9b94c58-0950-4043-ad27-118f73eef788,2022-06-28,,,,,25.0,,,,,,16.0,,1,0,2022-06-28,28.076184225133375,8.022261765013397,2022-07-05,3.0,0.28009651754271553,1.0,6,0.7639180672268907,0,0.3333333333333333,False,512.1057834898666,0,5,2,1,0,2022-06-28,77.83783783783784,2022-07-05,90.27027027027027,2276
2277,2458,Wokha,Nagaland,2022-07-12,,,,,53.0,,"Wokha, Nagaland",2022-06-28,34.97493434156112,2022-07-12,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-06-28,,,,,25.0,,,,,,28.0,,1,0,2022-06-28,28.076184225133375,6.898750116427742,2022-07-12,10.0,0.7875961914699361,4.0,6,0.8308823529411765,0,0.4,True,512.1057834898666,0,5,2,1,0,2022-06-28,77.83783783783784,2022-07-12,69.1891891891892,2277
2278,2459,Wokha,Nagaland,2022-07-06,,,,,35.0,,"Wokha, Nagaland",2022-06-29,34.862004141522306,2022-07-06,d9b94c58-0950-4043-ad27-118f73eef788,2022-06-29,,,,,30.0,,,,,,5.0,,2,0,2022-06-29,27.649040874253004,7.212963267269302,2022-07-06,3.0,0.28009651754271553,2.0,6,0.7639180672268907,0,0.6666666666666666,False,512.1057834898666,0,5,2,1,0,2022-06-29,92.43243243243244,2022-07-06,40.54054054054054,2278
2279,2460,Wokha,Nagaland,2022-07-13,,,,,44.0,,"Wokha, Nagaland",2022-06-29,38.89065815852243,2022-07-13,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-06-29,,,,,30.0,,,,,,14.0,,2,0,2022-06-29,27.649040874253004,11.241617284269424,2022-07-13,10.0,0.7875961914699361,5.0,6,0.8308823529411765,0,0.5,True,512.1057834898666,0,5,2,1,0,2022-06-29,92.43243243243244,2022-07-13,49.18918918918919,2279
2280,2461,Wokha,Nagaland,2022-07-07,,,,,29.0,,"Wokha, Nagaland",2022-06-30,34.58382598355289,2022-07-07,d9b94c58-0950-4043-ad27-118f73eef788,2022-06-30,,,,,31.0,,,,,,-2.0,,3,0,2022-06-30,30.44138525286295,4.142440730689941,2022-07-07,3.0,0.28009651754271553,3.0,6,0.7639180672268907,0,1.0,False,512.1057834898666,0,5,2,1,0,2022-06-30,59.45945945945946,2022-07-07,27.56756756756757,2280
2281,2462,Wokha,Nagaland,2022-07-14,,,,,44.0,,"Wokha, Nagaland",2022-06-30,40.06597828661279,2022-07-14,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-06-30,,,,,31.0,,,,,,13.0,,3,0,2022-06-30,30.44138525286295,9.62459303374984,2022-07-14,10.0,0.7875961914699361,6.0,6,0.8308823529411765,0,0.6,True,512.1057834898666,0,5,2,1,0,2022-06-30,59.45945945945946,2022-07-14,44.32432432432433,2281
2282,2463,Wokha,Nagaland,2022-07-09,,,,,42.0,,"Wokha, Nagaland",2022-06-25,34.591129498604055,2022-07-09,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-06-25,,,,,33.0,,,,,,9.0,,5,1,2022-06-25,30.37856974153441,4.212559757069645,2022-07-09,10.0,0.7875961914699361,1.0,6,0.8308823529411765,0,0.1,True,512.1057834898666,0,5,2,1,0,2022-06-25,50.810810810810814,2022-07-09,56.21621621621622,2282
2283,2464,Wokha,Nagaland,2022-07-16,,,,,51.0,,"Wokha, Nagaland",2022-06-25,36.97205225626632,2022-07-16,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-06-25,,,,,33.0,,,,,,18.0,,5,1,2022-06-25,30.37856974153441,6.593482514731914,2022-07-16,10.0,0.7875961914699361,8.0,6,0.8308823529411765,0,0.8,True,512.1057834898666,0,5,2,1,0,2022-06-25,50.810810810810814,2022-07-16,62.16216216216216,2283
2284,2465,Wokha,Nagaland,2022-07-10,,,,,19.0,,"Wokha, Nagaland",2022-07-03,35.15740188027728,2022-07-10,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-07-03,,,,,22.0,,,,,,-3.0,,6,1,2022-07-03,32.27571797167138,2.8816839086059005,2022-07-10,10.0,0.7875961914699361,2.0,7,0.8308823529411765,0,0.2,True,512.1057834898666,0,5,2,1,0,2022-07-03,51.35135135135135,2022-07-10,81.08108108108108,2284
2285,2466,Wokha,Nagaland,2022-07-17,,,,,37.0,,"Wokha, Nagaland",2022-07-03,35.45825240839053,2022-07-17,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-07-03,,,,,22.0,,,,,,15.0,,6,1,2022-07-03,32.27571797167138,3.182534436719152,2022-07-17,10.0,0.7875961914699361,9.0,7,0.8308823529411765,0,0.9,True,512.1057834898666,0,5,2,1,0,2022-07-03,51.35135135135135,2022-07-17,58.37837837837838,2285
2286,2467,Wokha,Nagaland,2022-07-11,,,,,54.0,,"Wokha, Nagaland",2022-06-27,34.57148560091984,2022-07-11,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-06-27,,,,,46.0,,,,,,8.0,,0,0,2022-06-27,32.354751326080105,2.2167342748397374,2022-07-11,10.0,0.7875961914699361,3.0,6,0.8308823529411765,0,0.3,True,512.1057834898666,0,5,2,1,0,2022-06-27,33.513513513513516,2022-07-11,96.75675675675676,2286
2287,2468,Wokha,Nagaland,2022-07-18,,,,,64.0,,"Wokha, Nagaland",2022-06-27,34.430431952843335,2022-07-18,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-06-27,,,,,46.0,,,,,,18.0,,0,0,2022-06-27,32.354751326080105,2.07568062676323,2022-07-18,10.0,0.7875961914699361,10.0,6,0.8308823529411765,0,1.0,True,512.1057834898666,0,5,2,1,0,2022-06-27,33.513513513513516,2022-07-18,37.2972972972973,2287
2288,2469,Wokha,Nagaland,2022-07-15,,,,,57.0,,"Wokha, Nagaland",2022-07-01,40.63963278745997,2022-07-15,df756bd6-9a00-4b9c-8066-72a79cd8cedf,2022-07-01,,,,,46.0,,,,,,11.0,,4,0,2022-07-01,32.28994483621715,8.34968795124282,2022-07-15,10.0,0.7875961914699361,7.0,7,0.8308823529411765,0,0.7,True,512.1057834898666,0,5,2,1,0,2022-07-01,67.02702702702703,2022-07-15,54.054054054054056,2288
2289,2470,Zunheboto,Nagaland,2022-07-05,,,,,57.0,,"Zunheboto, Nagaland",2022-06-28,29.53951470645861,2022-07-05,bedb207e-97bc-46f8-a1d2-985128a58a78,2022-06-28,,,,,57.0,,,,,,0.0,,1,0,2022-06-28,24.056293817214065,5.483220889244546,2022-07-05,3.0,0.28009651754271553,1.0,6,0.7639180672268907,0,0.3333333333333333,False,1221.9282907662082,0,5,1,2,0,2022-06-28,76.75675675675676,2022-07-05,84.32432432432432,2289
2290,2471,Zunheboto,Nagaland,2022-07-12,,,,,78.0,,"Zunheboto, Nagaland",2022-06-28,29.03814307946731,2022-07-12,f5000230-7c57-40c8-bdad-9db0a41024f1,2022-06-28,,,,,57.0,,,,,,21.0,,1,0,2022-06-28,24.056293817214065,4.981849262253245,2022-07-12,9.0,0.7302725968436155,3.0,6,0.8482142857142857,0,0.3333333333333333,True,1221.9282907662082,0,5,1,2,0,2022-06-28,76.75675675675676,2022-07-12,54.59459459459459,2290
2291,2472,Zunheboto,Nagaland,2022-07-06,,,,,52.0,,"Zunheboto, Nagaland",2022-06-29,28.87292587217484,2022-07-06,bedb207e-97bc-46f8-a1d2-985128a58a78,2022-06-29,,,,,53.0,,,,,,-1.0,,2,0,2022-06-29,23.42637081695686,5.446555055217978,2022-07-06,3.0,0.28009651754271553,2.0,6,0.7639180672268907,0,0.6666666666666666,False,1221.9282907662082,0,5,1,2,0,2022-06-29,78.37837837837837,2022-07-06,45.94594594594595,2291
2292,2473,Zunheboto,Nagaland,2022-07-13,,,,,67.0,,"Zunheboto, Nagaland",2022-06-29,31.19975337275756,2022-07-13,f5000230-7c57-40c8-bdad-9db0a41024f1,2022-06-29,,,,,53.0,,,,,,14.0,,2,0,2022-06-29,23.42637081695686,7.773382555800698,2022-07-13,9.0,0.7302725968436155,4.0,6,0.8482142857142857,0,0.4444444444444444,True,1221.9282907662082,0,5,1,2,0,2022-06-29,78.37837837837837,2022-07-13,29.18918918918919,2292
2293,2474,Zunheboto,Nagaland,2022-07-07,,,,,35.0,,"Zunheboto, Nagaland",2022-06-30,28.42513410152235,2022-07-07,bedb207e-97bc-46f8-a1d2-985128a58a78,2022-06-30,,,,,53.0,,,,,,-18.0,,3,0,2022-06-30,25.41215386410313,3.012980237419221,2022-07-07,3.0,0.28009651754271553,3.0,6,0.7639180672268907,0,1.0,False,1221.9282907662082,0,5,1,2,0,2022-06-30,61.62162162162163,2022-07-07,24.864864864864867,2293
2294,2475,Zunheboto,Nagaland,2022-07-14,,,,,67.0,,"Zunheboto, Nagaland",2022-06-30,31.955881315003737,2022-07-14,f5000230-7c57-40c8-bdad-9db0a41024f1,2022-06-30,,,,,53.0,,,,,,14.0,,3,0,2022-06-30,25.41215386410313,6.543727450900608,2022-07-14,9.0,0.7302725968436155,5.0,6,0.8482142857142857,0,0.5555555555555556,True,1221.9282907662082,0,5,1,2,0,2022-06-30,61.62162162162163,2022-07-14,21.08108108108108,2294
2295,2476,Zunheboto,Nagaland,2022-07-11,,,,,71.0,,"Zunheboto, Nagaland",2022-06-27,28.271052042643262,2022-07-11,f5000230-7c57-40c8-bdad-9db0a41024f1,2022-06-27,,,,,71.0,,,,,,0.0,,0,0,2022-06-27,26.840570394884946,1.4304816477583167,2022-07-11,9.0,0.7302725968436155,2.0,6,0.8482142857142857,0,0.2222222222222222,True,1221.9282907662082,0,5,1,2,0,2022-06-27,31.351351351351354,2022-07-11,90.81081081081082,2295
2296,2477,Zunheboto,Nagaland,2022-07-16,,,,,65.0,,"Zunheboto, Nagaland",2022-06-25,30.337673391334352,2022-07-16,f5000230-7c57-40c8-bdad-9db0a41024f1,2022-06-25,,,,,61.0,,,,,,4.0,,5,1,2022-06-25,25.610027077757312,4.72764631357704,2022-07-16,9.0,0.7302725968436155,7.0,6,0.8482142857142857,0,0.7777777777777778,True,1221.9282907662082,0,5,1,2,0,2022-06-25,57.2972972972973,2022-07-16,49.18918918918919,2296
2297,2478,Zunheboto,Nagaland,2022-07-23,,,,,70.0,,"Zunheboto, Nagaland",2022-06-25,29.41414099171332,2022-07-23,0b4963c3-3b80-4237-ae08-7dc4a599efd1,2022-06-25,,,,,61.0,,,,,,9.0,,5,1,2022-06-25,25.610027077757312,3.8041139139560087,2022-07-23,2.0,0.09762619016564497,2.0,6,0.9858193277310925,0,1.0,False,1221.9282907662082,0,5,1,2,0,2022-06-25,57.2972972972973,2022-07-23,78.91891891891892,2297
2298,2479,Phek,Nagaland,2022-07-05,,,,,84.0,,"Phek, Nagaland",2022-06-28,27.73278608971603,2022-07-05,88d5991f-ec20-497f-90df-11cb1b1c64c9,2022-06-28,,,,,86.0,,,,,,-2.0,,1,0,2022-06-28,24.095546079792896,3.637240009923133,2022-07-05,4.0,0.42630755184557195,1.0,6,0.7639180672268907,0,0.25,True,1395.6006546644844,0,5,1,1,0,2022-06-28,78.91891891891892,2022-07-05,71.89189189189189,2298
2299,2480,Phek,Nagaland,2022-07-12,,,,,89.0,,"Phek, Nagaland",2022-06-28,27.92532520909467,2022-07-12,325fc412-702e-4805-9537-fe1ce11e0068,2022-06-28,,,,,86.0,,,,,,3.0,,1,0,2022-06-28,24.095546079792896,3.829779129301773,2022-07-12,9.0,0.7302725968436155,3.0,6,0.8482142857142857,0,0.3333333333333333,True,1395.6006546644844,0,5,1,1,0,2022-06-28,78.91891891891892,2022-07-12,28.64864864864865,2299
2300,2481,Phek,Nagaland,2022-07-06,,,,,89.0,,"Phek, Nagaland",2022-06-29,27.714246114095094,2022-07-06,88d5991f-ec20-497f-90df-11cb1b1c64c9,2022-06-29,,,,,85.0,,,,,,4.0,,2,0,2022-06-29,23.05025558745138,4.663990526643712,2022-07-06,4.0,0.42630755184557195,2.0,6,0.7639180672268907,0,0.5,True,1395.6006546644844,0,5,1,1,0,2022-06-29,70.8108108108108,2022-07-06,34.054054054054056,2300
2301,2482,Phek,Nagaland,2022-07-13,,,,,108.0,,"Phek, Nagaland",2022-06-29,28.503065621981097,2022-07-13,325fc412-702e-4805-9537-fe1ce11e0068,2022-06-29,,,,,85.0,,,,,,23.0,,2,0,2022-06-29,23.05025558745138,5.4528100345297155,2022-07-13,9.0,0.7302725968436155,4.0,6,0.8482142857142857,0,0.4444444444444444,True,1395.6006546644844,0,5,1,1,0,2022-06-29,70.8108108108108,2022-07-13,18.91891891891892,2301
2302,2483,Phek,Nagaland,2022-07-07,,,,,69.0,,"Phek, Nagaland",2022-06-30,27.67728935433121,2022-07-07,88d5991f-ec20-497f-90df-11cb1b1c64c9,2022-06-30,,,,,64.0,,,,,,5.0,,3,0,2022-06-30,24.199954480680557,3.477334873650655,2022-07-07,4.0,0.42630755184557195,3.0,6,0.7639180672268907,0,0.75,True,1395.6006546644844,0,5,1,1,0,2022-06-30,68.64864864864865,2022-07-07,39.45945945945946,2302
2303,2484,Phek,Nagaland,2022-07-14,,,,,75.0,,"Phek, Nagaland",2022-06-30,29.382772138041872,2022-07-14,325fc412-702e-4805-9537-fe1ce11e0068,2022-06-30,,,,,64.0,,,,,,11.0,,3,0,2022-06-30,24.199954480680557,5.182817657361316,2022-07-14,9.0,0.7302725968436155,5.0,6,0.8482142857142857,0,0.5555555555555556,True,1395.6006546644844,0,5,1,1,0,2022-06-30,68.64864864864865,2022-07-14,14.054054054054054,2303
2304,2485,Phek,Nagaland,2022-07-21,,,,,90.0,,"Phek, Nagaland",2022-06-30,27.17732856777837,2022-07-21,5177cf92-9aa9-41ee-bde9-f671bb487ebd,2022-06-30,,,,,64.0,,,,,,26.0,,3,0,2022-06-30,24.199954480680557,2.9773740870978145,2022-07-21,3.0,0.28009651754271553,1.0,6,0.9729516806722689,0,0.3333333333333333,False,1395.6006546644844,0,5,1,1,0,2022-06-30,68.64864864864865,2022-07-21,89.1891891891892,2304
2305,2486,Phek,Nagaland,2022-07-08,,,,,81.0,,"Phek, Nagaland",2022-06-24,26.90574181122595,2022-07-08,88d5991f-ec20-497f-90df-11cb1b1c64c9,2022-06-24,,,,,60.0,,,,,,21.0,,4,0,2022-06-24,24.560812809988622,2.344929001237329,2022-07-08,4.0,0.42630755184557195,4.0,6,0.7639180672268907,0,1.0,True,1395.6006546644844,0,5,1,1,0,2022-06-24,94.5945945945946,2022-07-08,90.81081081081082,2305
2306,2487,Phek,Nagaland,2022-07-15,,,,,93.0,,"Phek, Nagaland",2022-06-24,29.63743955003749,2022-07-15,325fc412-702e-4805-9537-fe1ce11e0068,2022-06-24,,,,,60.0,,,,,,33.0,,4,0,2022-06-24,24.560812809988622,5.076626740048869,2022-07-15,9.0,0.7302725968436155,6.0,6,0.8482142857142857,0,0.6666666666666666,True,1395.6006546644844,0,5,1,1,0,2022-06-24,94.5945945945946,2022-07-15,12.972972972972974,2306
2307,2488,Phek,Nagaland,2022-07-22,,,,,108.0,,"Phek, Nagaland",2022-06-24,27.63375805270292,2022-07-22,5177cf92-9aa9-41ee-bde9-f671bb487ebd,2022-06-24,,,,,60.0,,,,,,48.0,,4,0,2022-06-24,24.560812809988622,3.0729452427142974,2022-07-22,3.0,0.28009651754271553,2.0,6,0.9729516806722689,0,0.6666666666666666,False,1395.6006546644844,0,5,1,1,0,2022-06-24,94.5945945945946,2022-07-22,61.62162162162163,2307
2308,2489,Phek,Nagaland,2022-07-10,,,,,60.0,,"Phek, Nagaland",2022-06-26,27.22780945480515,2022-07-10,325fc412-702e-4805-9537-fe1ce11e0068,2022-06-26,,,,,91.0,,,,,,-31.0,,6,1,2022-06-26,24.51071421305342,2.717095241751732,2022-07-10,9.0,0.7302725968436155,1.0,6,0.8482142857142857,0,0.1111111111111111,True,1395.6006546644844,0,5,1,1,0,2022-06-26,60.54054054054055,2022-07-10,36.75675675675676,2308
2309,2490,Phek,Nagaland,2022-07-17,,,,,60.0,,"Phek, Nagaland",2022-06-26,27.78728826926177,2022-07-17,325fc412-702e-4805-9537-fe1ce11e0068,2022-06-26,,,,,91.0,,,,,,-31.0,,6,1,2022-06-26,24.51071421305342,3.27657405620835,2022-07-17,9.0,0.7302725968436155,8.0,6,0.8482142857142857,0,0.8888888888888888,True,1395.6006546644844,0,5,1,1,0,2022-06-26,60.54054054054055,2022-07-17,62.16216216216216,2309
